"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"39279","US-Mexico Border","March 30, 2014","2014","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39214","US-Mexico Border","March 30, 2014","2014","Mar","1","","1","","","1","","Fall from border fence","US - Arizona","Nogales International and PCOME","34.101400000000, -110.964000000000","Central America to US","http://bit.ly/1grVlvz","Northern America","5"
"39276","US-Mexico Border","March 26, 2014","2014","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39213","Central America","March 26, 2014","2014","Mar","1","","1","","1","","","Vehicle Accident","Comitan, Chiapas, Mexico","El Siglo de Torreon","16.229960200000, -92.115569100000","Central America to US","http://bit.ly/1WIuqEs","Central America","1"
"39277","US-Mexico Border","March 26, 2014","2014","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39275","US-Mexico Border","March 23, 2014","2014","Mar","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39384","Sub-Saharan Africa","March 22, 2014","2014","Mar","251","0","251","50","","","","Drowning","Lake Albert, Uganda/DRC","BBC (UNHCR)","1.632360000000, 30.888100000000","","http://bbc.in/1iRb5A9","Eastern Africa","4"
"39354","Mediterranean","March 18, 2014","2014","Mar","7","2","9","8","1","1","1","Drowning","Waters near Lesvos, Greece","Guardian","39.398814000000, 26.493536000000","Eastern Mediterranean","http://bit.ly/1qfMlCm","Uncategorized","1"
"39405","Mediterranean","March 17, 2014","2014","Mar","1","","1","","","","","Asphyxiation","Mediterranean ","Global post","34.979700000000, 12.656300000000","Central Mediterranean","http://bit.ly/1lOxCNv","Uncategorized","1"
"39273","US-Mexico Border","March 15, 2014","2014","Mar","1","","1","","","","","Hyperthermia","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39274","US-Mexico Border","March 15, 2014","2014","Mar","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39234","Europe","March 15, 2014","2014","Mar","1","0","1","0","","1","","Vehicle Accident","France - Calais (Body found crushed in transporter)","Daily Mail UK ","50.968800000000, 1.873680000000","Calais to United Kingdom","http://dailym.ai/1iYPbax","Western Europe","1"
"39233","Europe","March 14, 2014","2014","Mar","1","0","1","0","","1","","Unknown","France - Calais (Body found on dock)","Daily Mail UK ","50.950273000000, 1.848663000000","Calais to United Kingdom","http://dailym.ai/1iYPbax","Western Europe","1"
"39232","Europe","March 12, 2014","2014","Mar","1","0","1","0","","1","","Vehicle Accident","France - Calais (Hit by lorry in port)","Daily Mail UK ","50.968600000000, 1.867500000000","Calais to United Kingdom","http://dailym.ai/1iYPbax","Western Europe","1"
"39231","Horn of Africa","March 11, 2014","2014","Mar","","44","44","33","","","3","Drowning","Gulf of Aden ","UNHCR","12.533100000000, 47.922400000000","","http://bit.ly/1gmKS4K","Uncategorized","4"
"39372","US-Mexico Border","March 11, 2014","2014","Mar","1","","1","","1","","1","Suicide","Mexico","New York Times ","31.690400000000, -106.425000000000","Central America to US","http://nyti.ms/1k00Xlq","Central America","1"
"39227","Europe","March 09, 2014","2014","Mar","1","0","1","0","","1","","Vehicle Accident","France - Calais (Killed on motorway)","Daily Mail UK ","50.936500000000, 1.855660000000","Calais to United Kingdom","http://dailym.ai/1iYPbax","Western Europe","1"
"39212","US-Mexico Border","March 04, 2014","2014","Mar","1","","1","","1","","","Hyperthermia","Arizona","Humane Borders Arizona Open GIS Initiative and PCOME","31.789225100000, -102.440468100000","Central America to US","http://humaneborders.info/","Northern America","5"
"39230","Mediterranean","February 27, 2014","2014","Feb","7","","7","","","","","Drowning","Libyan Coast ","Libya herald","33.159700000000, 15.183100000000","Central Mediterranean","http://bit.ly/1lvR4Ka","Uncategorized","1"
"39379","South Asia","February 26, 2014","2014","Feb","1","0","1","0","","1","","Shot","India","Daily Star","25.184100000000, 88.905500000000","","http://bit.ly/1vs5kco","Southern Asia","1"
"39229","Horn of Africa","February 26, 2014","2014","Feb","11","6","17","0","","","","Drowning","Gulf of Aden (left from Djibouti)","IOM","20.280200000000, 38.512600000000","","http://bit.ly/1pTfmSe","Uncategorized","4"
"39271","US-Mexico Border","February 25, 2014","2014","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39270","US-Mexico Border","February 21, 2014","2014","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39269","US-Mexico Border","February 20, 2014","2014","Feb","1","","1","","","1","","Unknown","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39196","Caribbean","February 20, 2014","2014","Feb","8","0","8","0","","","","Drowning","Dominican Republic ","AP","18.450500000000, -67.796600000000","","http://bit.ly/1sWDTeE","Caribbean","1"
"39211","US-Mexico Border","February 18, 2014","2014","Feb","1","","1","2","","1","","Shot","California-Mexico border near San Diego","CNN","32.554300000000, -117.052000000000","Central America to US","http://cnn.it/1jGgOUo","Northern America","1"
"39228","Mediterranean","February 17, 2014","2014","Feb","2","0","2","121","","2","","Unknown","Italy waters","Malta Today","34.564500000000, 15.886200000000","Central Mediterranean","http://bit.ly/V7JIqE","Uncategorized","1"
"39268","US-Mexico Border","February 17, 2014","2014","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39267","US-Mexico Border","February 16, 2014","2014","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39266","US-Mexico Border","February 16, 2014","2014","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39265","US-Mexico Border","February 11, 2014","2014","Feb","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39404","Mediterranean","February 06, 2014","2014","Feb","15","0","15","0","","1","","Shot","Ceuta waters","L'Espresso","35.879300000000, -5.364070000000","Western Mediterranean","http://bit.ly/U4b8wu, http://bit.ly/2kyBK8g, http://bit.ly/2kzHPRO","Uncategorized","1"
"39373","Europe","January 30, 2014","2014","Jan","1","0","1","2","","1","1","Vehicle Accident","France - Calais","Calais Migrant Solidarity ","50.935500000000, 1.878660000000","Calais to United Kingdom","http://bit.ly/1icTIF9","Western Europe","4"
"39195","Caribbean","January 30, 2014","2014","Jan","1","","1","","","1","","Drowning","Off the coast of Fort Lauderdale, Florida","Local10.com","26.116000000000, -80.046400000000","","http://bit.ly/1zU2LSq","Caribbean","1"
"39264","US-Mexico Border","January 29, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39263","US-Mexico Border","January 29, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39262","US-Mexico Border","January 28, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39208","US-Mexico Border","January 25, 2014","2014","Jan","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39261","US-Mexico Border","January 24, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39260","US-Mexico Border","January 24, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39259","US-Mexico Border","January 22, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39403","Mediterranean","January 19, 2014","2014","Jan","12","","12","","9","","3","Drowning","Waters near Greece while being towed back to Turkey","European Council on Refugees and Exiles","37.283200000000, 27.158200000000","Eastern Mediterranean","http://bit.ly/2aMCwfg","Uncategorized","1"
"39258","US-Mexico Border","January 17, 2014","2014","Jan","1","","1","","","","","Shot","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39207","US-Mexico Border","January 16, 2014","2014","Jan","1","","1","","","1","","Shot","near Douglas, Arizona","Ministry of Foreign Affairs Mexico","31.344700000000, -109.545000000000","Central America to US","http://bit.ly/1qfIw00","Northern America","5"
"39368","Europe","January 16, 2014","2014","Jan","1","0","1","2","","1","","Hyperthermia","Border between Russia and Estonia","EUBusiness (Agence France-Presse)","59.155100000000, 27.858600000000","","http://bit.ly/1rTFTjR","Northern Europe","1"
"39257","US-Mexico Border","January 14, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39256","US-Mexico Border","January 12, 2014","2014","Jan","1","","1","","","","","Unknown (skeletal remains)","Pima County","Pima County Office of the Medical Examiner","32.058118300000, -111.623576100000","Central America to US","","Northern America","5"
"39206","US-Mexico Border","January 06, 2014","2014","Jan","1","","1","","","1","","Unknown (skeletal remains)","Pima County","Humane Borders Arizona Open GIS Initiative ","32.058118300000, -111.623576100000","Central America to US","http://humaneborders.info/","Northern America","5"
