"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"42777","Southeast Asia","November 02, 2016","2016","Nov","54","6","60","39","","","1","Drowning","Near unspecified island in Indonesia","AFP","-1.467401300000, 123.006260400000","","http://bit.ly/2h0McDs","South-eastern Asia","1"
"43004","Mediterranean","November 02, 2016","2016","Nov","","128","128","2","","","","Presumed drowning","Unspecified location between Libya and Italy","IOM Italy","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"43003","Mediterranean","November 01, 2016","2016","Nov","12","99","111","29","","","3","Drowning","25 miles off the coast of Libya","IOM Italy","30.880495400000, 16.351669700000","Central Mediterranean","","Uncategorized","4"
"43531","Horn of Africa","November 01, 2016","2016","Nov","2","","2","","","","","Sickness and lack of access to medicines","At the border of Eritrea and Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.893138000000, 35.672195200000","","","Northern Africa","2"
"42776","South America","October 31, 2016","2016","Oct","1","","1","","1","","","Presumed hypothermia","Unspecified location between Bolivia and Chile","El gobierno de la linea","-21.017413100000, -68.943531300000","","http://bit.ly/2gZyToO, http://bit.ly/2gnZqeM","South America","3"
"42802","Caribbean","October 31, 2016","2016","Oct","1","5","6","7","","1","","Dehydration","Near Port Aransas, Corpus Christi, Texas, USA","Noticias RPTV","27.734507500000, -97.406552800000","","http://bit.ly/2iIMjrl, http://bit.ly/2jGfmLo, http://bit.ly/2jG62rC, http://bit.ly/2iJmMyy","","3"
"43528","North Africa","October 31, 2016","2016","Oct","7","","7","","","","","Murdered","Unspecified location, Libya","MHub","27.066317100000, 14.333614500000","","","Northern Africa","2"
"43529","North Africa","October 31, 2016","2016","Oct","2","","2","","","","","Unknown","Unspecified location, Libya","MHub","27.066317100000, 14.333614500000","","","Northern Africa","2"
"44530","North Africa","October 31, 2016","2016","Oct","1","","1","","","","","Violence","Subratah, Libya","MHub","32.747612252173, 12.492094121484","","","Northern Africa","2"
"44531","North Africa","October 31, 2016","2016","Oct","5","","5","","","","","Vehicle Accident","Sahara Desert, between Khartoum, Sudan and Libya","MHub","19.484839112311, 26.702011000000","","","Northern Africa","2"
"42813","Middle East","October 29, 2016","2016","Oct","1","","1","","","1","","Sickness and lack of access to medicines","Ain Diwar, Syria near border of Syria/Turkey/Iraq","Syrian Observatory for Human Rights","37.285751100000, 42.199416300000","","http://bit.ly/2kqyxsE","Western Asia","4"
"43002","Mediterranean","October 29, 2016","2016","Oct","3","","3","","","","","Drowning","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42839","Central America","October 28, 2016","2016","Oct","1","","1","1","","1","","Fall from train","Train tracks at 167 km Navojoa Obregon International Highway, near Navojoa, Sonora, Mexico","Periodico Se Manalo Frontera","27.053550700000, -109.441433700000","Central America to US","http://bit.ly/2oskS7n","Central America","1"
"43001","Mediterranean","October 28, 2016","2016","Oct","2","4","6","","","","","Drowning","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"44368","US-Mexico Border","October 28, 2016","2016","Oct","1","","1","","","1","","Unknown","Unspecified location in the desert in New Mexico, USA","Los Angeles Times","32.263709986934, -105.430636975000","Central America to US","http://lat.ms/2oh25gq","Northern America","1"
"43000","Mediterranean","October 27, 2016","2016","Oct","2","32","34","","","","","Unknown","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"43527","US-Mexico Border","October 27, 2016","2016","Oct","1","","1","","","1","","Unknown (mummified remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42455","Europe","October 26, 2016","2016","Oct","1","","1","","","","","Hit by vehicle","Outside of Calais, France","TheLocal.fr","50.951880300000, 1.833936700000","Calais to United Kingdom","http://bit.ly/1O4MUg8, http://bit.ly/23gniCk","Western Europe","3"
"42732","Mediterranean","October 26, 2016","2016","Oct","97","","97","29","3","92","2","Drowning","26 miles east of Tripoli, Libya","Libyan Coast Guard via IOM Libya","32.955844000000, 13.227944400000","Central Mediterranean","http://bit.ly/2eIN9i8","Uncategorized","5"
"42749","Mediterranean","October 26, 2016","2016","Oct","9","1","10","","1","","","Unknown","Unspecified location between Libya and Italy","IOM Italy Reuters","34.253371600000, 14.498815300000","Central Mediterranean","http://bit.ly/2faoSWI","Uncategorized","4"
"42996","Mediterranean","October 26, 2016","2016","Oct","1","29","30","","","","","Drowning","Unspecified location between Libya and Italy","IOM Italy","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42997","Mediterranean","October 26, 2016","2016","Oct","","29","29","","","","","Drowning","Unspecified location between Libya and Italy","IOM Italy","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42998","Mediterranean","October 26, 2016","2016","Oct","6","4","10","","4","","2","Unknown","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42999","Mediterranean","October 26, 2016","2016","Oct","","10","10","140","","","","Unknown","Unspecified location between Libya and Italy","IOM Italy","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42754","Mediterranean","October 25, 2016","2016","Oct","29","","29","107","","","","Asphyxiation","25 nautical miles from the Libyan coast","Al Jazeera","30.880495400000, 16.351669700000","Central Mediterranean","http://bit.ly/2fi9dUk","Uncategorized","1"
"42995","Mediterranean","October 25, 2016","2016","Oct","1","","1","","1","","","Unknown","Died in hospital in Sicily, Italy","IOM Italy","37.343939900000, 14.111439900000","Central Mediterranean","","Uncategorized","4"
"43526","US-Mexico Border","October 25, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42726","US-Mexico Border","October 24, 2016","2016","Oct","2","","2","","","1","","Drowning","Rio Grande near World Trade International Bridge, Nuevo Laredo, Tamaulipas, Mexico","SDP Noticias","24.215586000000, -99.433269900000","Central America to US","http://bit.ly/2eAfVEw","Central America","1"
"43525","US-Mexico Border","October 24, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42734","Central America","October 23, 2016","2016","Oct","44","","44","","","","10","Mixed","Various locations in Mexico","Departamento 19","23.458680200000, -105.501573700000","Central America to US","http://bit.ly/2eNprC0","Central America","1"
"42741","US-Mexico Border","October 23, 2016","2016","Oct","1","","1","","","1","","Drowning","Río Bravo, Las Dos Cruces Farm in Presidentes colony, Piedras Negras, Mexico","Hoy Tamaulipas","28.662178500000, -100.576484400000","Central America to US","http://bit.ly/2evKvuV","Central America","1"
"42814","Europe","October 23, 2016","2016","Oct","1","","1","","","1","","Hit by car","La Provençale, A8 motorway, France","Imperia","43.438277900000, 6.469109200000","Italy to France","http://bit.ly/2kuYxl8, http://bit.ly/2tMpCGC","Western Europe","3"
"42740","US-Mexico Border","October 22, 2016","2016","Oct","1","","1","","","1","","Drowning","Río Bravo, Reynosa, Tamaulipas, Mexico","Radio Eco Digital via Facebook ","24.215586000000, -99.433269900000","Central America to US","http://bit.ly/2evKvuV","Central America","1"
"42993","Mediterranean","October 22, 2016","2016","Oct","1","","1","","","","","Unknown","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42994","Mediterranean","October 22, 2016","2016","Oct","","30","30","","2","","1","Asphyxiation, Drowning","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"43522","North Africa","October 22, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Desert in Ash Shimalia Province, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","19.402255200000, 27.905378900000","","","Northern Africa","2"
"43523","US-Mexico Border","October 22, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42781","Central America","October 21, 2016","2016","Oct","1","","1","","","1","","Hit by vehicle","Near Valsequillo, Puebla, Mexico","Puebla Roja","18.920254500000, -98.134724400000","Central America to US","http://bit.ly/2h6p20m","Northern America","1"
"42989","Mediterranean","October 21, 2016","2016","Oct","1","","1","","1","","","Drowning","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42990","Mediterranean","October 21, 2016","2016","Oct","3","","3","","","","","Asphyxiation, Drowning","Unspecified location between Libya and Italy","UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42991","Mediterranean","October 21, 2016","2016","Oct","13","","13","120","","","","Unknown","Unspecified location between Libya and Italy","IOM Italy, UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"42992","Mediterranean","October 21, 2016","2016","Oct","4","10","14","","","","","Unknown","Unspecified location between Libya and Italy","IOM Italy, UNHCR","34.253371600000, 14.498815300000","Central Mediterranean","","Uncategorized","4"
"43033","Horn of Africa","October 21, 2016","2016","Oct","14","","14","300","","","","Unknown","Boat arrived to Guehere, near Obock, Djibouti","IOM Djibouti","11.961817100000, 43.296434100000","Horn Africa to Yemen","","Uncategorized","4"
"43507","North Africa","October 20, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Al Qadarif, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.031672200000, 35.341772300000","","","Northern Africa","2"
"43508","North Africa","October 20, 2016","2016","Oct","30","","30","","","","","Sickness and lack of access to medicines","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.285107000000, 31.520455700000","","","Northern Africa","2"
"43509","North Africa","October 20, 2016","2016","Oct","6","","6","","","","","Sickness and lack of access to medicines","Kufrah, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.248841300000, 19.724216100000","","","Northern Africa","2"
"43510","Horn of Africa","October 20, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Harar, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.312848600000, 42.100639100000","","","Eastern Africa","2"
"43511","North Africa","October 20, 2016","2016","Oct","3","","3","","","","","Sickness and lack of access to medicines","Kassala, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.455814400000, 36.378757100000","","","Northern Africa","2"
"43512","Horn of Africa","October 20, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Harar, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.312848600000, 42.100639100000","","","Eastern Africa","2"
"43513","North Africa","October 20, 2016","2016","Oct","6","","6","","","","","Sickness and lack of access to medicines","Sennar, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.917993200000, 33.195020000000","","","Northern Africa","2"
"43514","North Africa","October 20, 2016","2016","Oct","5","","5","","","","","Sickness and lack of access to medicines","Asyut, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","27.180160300000, 31.153529700000","","","Northern Africa","2"
"43515","North Africa","October 20, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.501534100000, 32.502556100000","","","Northern Africa","2"
"43516","North Africa","October 20, 2016","2016","Oct","12","","12","","","","","Sickness and lack of access to medicines","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.285107000000, 31.520455700000","","","Northern Africa","2"
"43517","Horn of Africa","October 20, 2016","2016","Oct","5","","5","","","","","Sickness and lack of access to medicines","Gondar, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.601127000000, 37.438938500000","","","Eastern Africa","2"
"43518","Sub-Saharan Africa","October 20, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Tunduma, Tanzania","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-9.310322700000, 32.752266000000","","","Eastern Africa","2"
"43519","North Africa","October 20, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Luxor, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","25.694896700000, 32.624478000000","","","Northern Africa","2"
"43520","Sub-Saharan Africa","October 20, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Mbaya, Tanzania","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-5.044899700000, 32.064499800000","","","Eastern Africa","2"
"43521","Horn of Africa","October 20, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Dire Dawa, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.557510200000, 41.811330600000","","","Eastern Africa","2"
"42713","Mediterranean","October 19, 2016","2016","Oct","5","4","9","118","","","","Unknown","40 miles northeast of Tripoli, Libya","International Business Times","33.102551800000, 13.130846500000","Central Mediterranean","http://bit.ly/2dpy8oG","Uncategorized","1"
"42714","US-Mexico Border","October 19, 2016","2016","Oct","1","","1","","","1","","Drowning","Rio Grande, near Piedras Negras, Mexico","Zocalo Saltillo","28.691352900000, -100.574861400000","Central America to US","http://bit.ly/2drYAcr","Central America","1"
"42735","Central America","October 19, 2016","2016","Oct","1","","1","1","","1","1","Fall from train","On train tracks near La Polka, Tonala, Chiapas, Mexico","El Heraldo","16.089042200000, -93.774371000000","Central America to US","http://bit.ly/2eqVwOX","Central America","1"
"42806","US-Mexico Border","October 19, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Imperial County, California, USA","Desaparecidos y sin reclamar en la frontera via Facebook","33.024950500000, -115.845024500000","Central America to US","http://bit.ly/2j2l61p","Northern America","4"
"43480","North Africa","October 19, 2016","2016","Oct","3","","3","","","","","Sickness and lack of access to medicines","Al Qadarif, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.031672200000, 35.341772300000","","","Northern Africa","2"
"43502","US-Mexico Border","October 19, 2016","2016","Oct","1","","1","","1","","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43503","North Africa","October 19, 2016","2016","Oct","6","","6","","","","","Sickness and lack of access to medicines","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.501534100000, 32.502556100000","","","Northern Africa","2"
"43504","North Africa","October 19, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.692227100000, 33.976249200000","","","Northern Africa","2"
"43505","North Africa","October 19, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","One was at Kabish, Sudan and the other was in the small cave in the Sahra desert","Mixed Migration Monitoring Mechanism Initiative (4Mi)","13.859406900000, 33.085327300000","","","Northern Africa","2"
"43506","North Africa","October 19, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","In the Sahara Desert in Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.459686000000, 30.665449400000","","","Northern Africa","2"
"42736","Europe","October 18, 2016","2016","Oct","1","","1","","","1","","Stabbed","Norrent-Fontes Migrant camp, Béthune, France ","La Presse","50.529873600000, 2.626163000000","","http://bit.ly/2erBJhT, http://bit.ly/2egqble, http://dailym.ai/2eoKz1y","Western Europe","3"
"42737","Caribbean","October 18, 2016","2016","Oct","","1","1","","","1","","Presumed drowning","Off Florida Keys, US","Local 10 ABC News","23.273557300000, -81.248220000000","Caribbean to Central America","http://bit.ly/2et7gBi","Uncategorized","1"
"42738","Europe","October 18, 2016","2016","Oct","1","","1","","","1","","Crushed in back of truck","A20 Highway, near Sellindge, Kent, UK","International Business Times","51.101895200000, 0.983391600000","","http://bit.ly/2et7OHf, http://bit.ly/2qtNbAv","Northern Europe","3"
"43498","Horn of Africa","October 18, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Harar, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.312848600000, 42.100639100000","","","Eastern Africa","2"
"43499","Horn of Africa","October 18, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Berbera, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","10.432537300000, 44.994641500000","","","Eastern Africa","2"
"43500","North Africa","October 18, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.285107000000, 31.520455700000","","","Northern Africa","2"
"43501","Horn of Africa","October 18, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Near Garowe, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.406657900000, 48.471357700000","","","Eastern Africa","2"
"43497","North Africa","October 16, 2016","2016","Oct","5","","5","","","","","Sickness and lack of access to medicines","Abri, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.794832300000, 30.338294400000","","","Northern Africa","2"
"43494","Horn of Africa","October 15, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Near Tesseney, Eritrea, at border with Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.111552600000, 36.230819000000","","","Northern Africa","2"
"43495","Horn of Africa","October 15, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Molki, Eritrea","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.873133900000, 38.155581900000","","","Eastern Africa","2"
"43496","Horn of Africa","October 15, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Near Karora, Eritrea","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.702562300000, 38.363039100000","","","Eastern Africa","2"
"42718","Europe","October 14, 2016","2016","Oct","1","","1","2","","1","","Hit by train","On train tracks in Loon-Plage, near Calais, France","La Voix du Nord","50.951880300000, 1.833936700000","Calais to United Kingdom","http://bit.ly/2dV9pq6","Western Europe","1"
"42743","Central America","October 14, 2016","2016","Oct","1","","1","","","1","","Fall from train","Between Aguascalientes and Jalisco, Mexico","alchileaguascalientes.com and nwnoticias.com","20.129511000000, -104.468201400000","Central America to US","http://bit.ly/2ew3khs","Central America","1"
"42880","Mediterranean","October 14, 2016","2016","Oct","","17","17","113","","13","1","Presumed drowning","Unspecified location between North Africa and Italy. ","IOM Italy, UNHCR","38.960724200000, 10.904485400000","Central Mediterranean","http://tmsnrt.rs/2dIp0Yk, http://bit.ly/2dIsBp2","Uncategorized","4"
"43486","US-Mexico Border","October 14, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43487","US-Mexico Border","October 14, 2016","2016","Oct","1","","1","","1","","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43488","US-Mexico Border","October 14, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43489","US-Mexico Border","October 14, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43490","North Africa","October 14, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Abu Hamad, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","19.525259500000, 33.297328800000","","","Northern Africa","2"
"43491","North Africa","October 14, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Sahra desert near to Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.906769500000, 30.822252900000","","","Northern Africa","2"
"43492","Horn of Africa","October 14, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Near Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.692227100000, 33.976249200000","","","Northern Africa","2"
"43493","Horn of Africa","October 14, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Sahra desert between Atbara and Aswan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.906769500000, 30.822252900000","","","Northern Africa","2"
"42721","US-Mexico Border","October 12, 2016","2016","Oct","1","","1","","","1","","Drowning","Rio Grande near Cuidad Acuña, Coahuila, Mexico","La Rancherita del Aire","27.133490800000, -103.434484000000","Central America to US","http://bit.ly/2dXVzEA","Central America","1"
"42727","Europe","October 12, 2016","2016","Oct","1","","1","","","1","","Presumed drowning","Decomposed corpse found in Evros River near Soufli, Greece border with Turkey","IOM Greece","41.344216100000, 26.099691600000","Western Balkans","http://bit.ly/2ebyw7x","Southern Europe","4"
"42827","Mediterranean","October 12, 2016","2016","Oct","1","3","4","","","","","Presumed drowning","Unspecified location off the coast of Ceuta, Spain","Asociación Pro Derechos Humanos de Andalucía","35.895384600000, -5.334817200000","Western Mediterranean","http://bit.ly/2mEEn9c","Uncategorized","3"
"43485","US-Mexico Border","October 12, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"45841","South America","October 12, 2016","2016","Oct","1","","1","","1","","","Unknown","Terminal de Transporte Terrestre, Pasto, Colombia","El Universal","1.198356800000, -77.269367000000","Caribbean to Central America","https://bit.ly/2MmBnha","South America","1"
"42729","US-Mexico Border","October 11, 2016","2016","Oct","1","","1","","","1","","Drowning","Rio Grande, near the agricultural land (ejido) El Centinela de Piedras Negras, Mexico","La Rancherita del Aire","28.661141800000, -100.569016600000","Central America to US","http://bit.ly/2efIFn5","Central America","1"
"43474","US-Mexico Border","October 10, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43475","US-Mexico Border","October 10, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43476","Horn of Africa","October 10, 2016","2016","Oct","1","","1","","","","","Sickness and lack of access to medicines","Dire Dawa, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.557510200000, 41.811330600000","","","Eastern Africa","2"
"43477","North Africa","October 10, 2016","2016","Oct","30","","30","","","","","Sickness and lack of access to medicines","Nyali, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.052156400000, 24.874462400000","","","Northern Africa","2"
"43478","North Africa","October 10, 2016","2016","Oct","6","","6","","","","","Sickness and lack of access to medicines","Ajdabiya, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","30.272374300000, 19.074105200000","","","Northern Africa","2"
"43479","Horn of Africa","October 10, 2016","2016","Oct","5","","5","","","","","Sickness and lack of access to medicines","Matama, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.994478700000, 36.182405400000","","","Eastern Africa","2"
"43481","North Africa","October 10, 2016","2016","Oct","3","","3","","","","","Sickness and lack of access to medicines","Alexanderia, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.224091900000, 29.884850000000","","","Northern Africa","2"
"43482","Horn of Africa","October 10, 2016","2016","Oct","6","","6","","","","","Sickness and lack of access to medicines","Bahir Dar, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","11.580677900000, 37.310383100000","","","Eastern Africa","2"
"43483","North Africa","October 10, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Gallabat, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.966649600000, 36.111394100000","","","Northern Africa","2"
"43484","North Africa","October 10, 2016","2016","Oct","2","","2","","","","","Sickness and lack of access to medicines","Al Damar, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.583973500000, 33.950157000000","","","Northern Africa","2"
"42449","Europe","October 09, 2016","2016","Oct","1","","1","1","","1","","Hit by vehicle","Motorway through Chunnel Tunnel, near Calais, France","BBC","50.951880300000, 1.833936700000","Calais to United Kingdom","http://bbc.in/2dO6zTr","Western Europe","1"
"42717","Central America","October 09, 2016","2016","Oct","1","","1","","","1","","Drowning","Echegaray River, Pijijiapan, Chiapas, Mexico","La Journada","15.678887600000, -93.230549400000","Central America to US","http://bit.ly/2dUwpnT","Central America","1"
"42811","Europe","October 09, 2016","2016","Oct","1","","1","","1","","1","Hit by vehicle","Ventimiglia, A10 motorway from Liguria to France, Italy","The Italian Insider","43.801170700000, 7.592028400000","Italy to France","http://bit.ly/2ke03XK, http://bit.ly/2kzBqpK, http://bit.ly/2tMpCGC","Western Europe","3"
"42988","Mediterranean","October 09, 2016","2016","Oct","2","","2","","1","1","1","Drowning","Bodies found on the shores of Zuwara, Libya","IOM Libya","32.955797400000, 12.058880000000","Central Mediterranean","","Uncategorized","4"
"42724","Mediterranean","October 06, 2016","2016","Oct","1","","1","","","1","1","Drowning","Body found on beach in Kusadasi's Kadinlar Denizi neighborhood, Turkey","Hurriyet Daily News","37.843869900000, 27.242286000000","Eastern Mediterranean","http://bit.ly/2e2XLbY","Uncategorized","1"
"43473","US-Mexico Border","October 06, 2016","2016","Oct","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42987","Mediterranean","October 05, 2016","2016","Oct","3","","3","","2","","1","Drowning","Bodies found on the shores of Zuwara, Libya","IOM Libya","32.955797400000, 12.058880000000","Central Mediterranean","","Uncategorized","4"
"43032","Horn of Africa","October 05, 2016","2016","Oct","10","","10","","","","","Unknown","Bodies recovered from boat near Obock, Djibouti","IOM Djibouti","11.961817100000, 43.296434100000","Horn Africa to Yemen","","Eastern Africa","4"
"42715","Central America","October 04, 2016","2016","Oct","","","0","","","","","Dehydration, Asphyxiation","Back of a truck, Novara, Tres Valles, Veracruz, Mexico","La Journada","18.268156600000, -95.896946100000","Central America to US","http://bit.ly/2ds5sdg","Central America","1"
"42716","Central America","October 04, 2016","2016","Oct","6","","6","60","","1","5","Dehydration, Asphyxiation","Back of a truck, Novara, Tres Valles, Veracruz, Mexico","La Journada","18.268156600000, -95.896946100000","Central America to US","http://bit.ly/2ds5sdg, http://bit.ly/2dOdfEw, http://bit.ly/2e5bSMH","Central America","3"
"42875","Mediterranean","October 04, 2016","2016","Oct","28","","28","","","","","Asphyxiation","Unspecified waters between Libya and Italy","IOM Italy, Reuters","34.253371600000, 14.498815300000","Central Mediterranean","http://reut.rs/2duAno1","Uncategorized","4"
"42693","Mediterranean","October 03, 2016","2016","Oct","11","","11","","2","7","2","Drowning","Boats sank off the coast of Garabulli, Libya","IOM Libya, AFP","32.885643000000, 13.678685600000","Central Mediterranean","http://bit.ly/2cPfhmG","Uncategorized","4"
"42712","Mediterranean","October 03, 2016","2016","Oct","10","","10","","","","","Unknown","Unspecified location at least 12 km from Libyan coast","IOM Italy, AFP","32.727987400000, 15.068537300000","Central Mediterranean","http://bit.ly/2dpp9BR","Uncategorized","4"
