"Web ID","Region","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"42442","US-Mexico Border","December 31, 2016","2016","Dec","18","","18","","","","","Mixed","Webb County  jurisdiction, Texas","Webb County Office of the Medical Examiner - Dr Corinne Stern","27.715087300000, -99.907901900000","Central America to US","","Northern America","5"
"43026","Mediterranean","December 31, 2016","2016","Dec","2","","2","","","","","Drowning","Bodies recovered near Zarzia or Ben Gardane, Tunisia","IOM Tunisia","33.206798600000, 11.220954700000","Central Mediterranean","","Uncategorized","4"
"43654","US-Mexico Border","December 31, 2016","2016","Dec","18","","18","","","","","Mixed","Hidalgo County, Texas, USA","Hidalgo County Sheriff","26.376354000000, -98.383347700000","Central America to US","","Northern America","5"
"43655","North Africa","December 31, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","Bani Walid, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","31.760201600000, 13.977697100000","","","Northern Africa","2"
"44538","North Africa","December 31, 2016","2016","Dec","2","","2","","","","","Shot","Tripoli, Libya","MHub","32.887209400000, 13.191338300000","","","Northern Africa","2"
"44540","North Africa","December 31, 2016","2016","Dec","2","","2","","","","","Vehicle Accident","Unspecified location, Libya","MHub","27.549510052990, 13.317198187500","","","Northern Africa","2"
"44542","North Africa","December 31, 2016","2016","Dec","1","","1","","","","","Dehydration","Sahara Desert, between Agadez, Niger and Tripoli, Libya","MHub","22.734385541312, 12.939331408172","","","Northern Africa","2"
"44544","North Africa","December 31, 2016","2016","Dec","4","","4","","","","","Shot","Subratah, Libya","MHub","32.752827746969, 12.474927983789","","","Northern Africa","2"
"44546","North Africa","December 31, 2016","2016","Dec","3","","3","","","","","Unknown","Unspecified location, Libya","MHub","30.716293990300, 14.174131781250","","","Northern Africa","2"
"42819","Southeast Asia","December 30, 2016","2016","Dec","1","","1","","","1","","Shot","Naf River, on border between Bangladesh and Myanmar","OHCHR","20.964922300000, 92.213979900000","","http://bit.ly/2kwtWGq","South-eastern Asia","4"
"43653","US-Mexico Border","December 30, 2016","2016","Dec","1","","1","","","1","","Unknown","Presidio County, Texas, USA","Presidio County Sheriff","29.942368000000, -104.373009100000","Central America to US","","Northern America","5"
"42803","Europe","December 29, 2016","2016","Dec","3","","3","12","","","1","Vehicle Accident","Nis-Belgrade highway, near Drazevac, Serbia","B92","44.642491100000, 20.220858800000","Western Balkans","http://bit.ly/2iKyzZD, http://bit.ly/2hL7kfW, http://bit.ly/2iLaP7B","Southern Europe","3"
"42797","US-Mexico Border","December 28, 2016","2016","Dec","1","","1","","","1","","Drowning","Rio Grande, Planta de Potabilidad Sur, Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas","24.215586000000, -99.433269900000","Central America to US","http://bit.ly/2ifg4wE","Central America","1"
"42794","Central America","December 26, 2016","2016","Dec","12","","12","","","","","Mixed","Coatzacoalcos, Veracruz, Mexico","Codigo Veracruz","18.268156600000, -95.896946100000","Central America to US","http://bit.ly/2iCyS9c","Central America","1"
"42815","Europe","December 26, 2016","2016","Dec","1","","1","","1","","","Hypothermia","Hills on Serbia-Bulgaria border","UNHCR ","43.573664300000, 22.448596000000","Western Balkans","http://bit.ly/2kwb5Y4","Southern Europe","4"
"43652","Horn of Africa","December 26, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Afmadow, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","0.513496700000, 42.068828400000","","","Eastern Africa","2"
"42795","Central America","December 25, 2016","2016","Dec","1","","1","42","1","","1","Vehicle Accident","Tinaja-Cosoleacaque road, Coatzacoalcos, Veracruz,Mexico","Radio Formula","18.268156600000, -95.896946100000","Central America to US","http://bit.ly/2iDIG5e, http://bit.ly/2iyAT69","Central America","3"
"42823","Middle East","December 25, 2016","2016","Dec","3","","3","3","","","","Sickness and lack of access to medicines","Between Amoda and Derbasia, Syria, near border with Turkey","Syrian Observatory for Human Rights","37.122331000000, 40.874587500000","","http://bit.ly/2ln15Bg","Western Asia","4"
"43650","US-Mexico Border","December 25, 2016","2016","Dec","1","","1","","","1","","Hypothermia","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43651","Horn of Africa","December 25, 2016","2016","Dec","6","","6","","","","","Sickness and lack of access to medicines","In the desert between ?ssab and Dessie, Eritrea","Mixed Migration Monitoring Mechanism Initiative (4Mi)","11.403587100000, 40.008367900000","","","Eastern Africa","2"
"42788","Europe","December 24, 2016","2016","Dec","1","","1","","","1","","Fall from truck","Port of Dunkirk, France","RT","51.033308200000, 2.211838400000","","http://bit.ly/2hL3Tph","Western Europe","1"
"43025","Mediterranean","December 24, 2016","2016","Dec","1","","1","8","","","1","Unknown","Unspecified location in the Channel of Sicily","UNHCR","36.756978000000, 11.992879400000","Central Mediterranean","","Uncategorized","4"
"42821","Europe","December 23, 2016","2016","Dec","1","","1","","","1","","Hit by train","Ventimiglia-Menton train line, Italy","Sky Bet","43.789179900000, 7.511683100000","Italy to France","http://bit.ly/2lgugGO, http://bit.ly/2kFpHIJ, http://bit.ly/2tMpCGC","Western Europe","3"
"43024","Mediterranean","December 23, 2016","2016","Dec","5","56","61","62","","","","Drowning","Off the coast of Az Zawiyah, Libya","IOM Libya","32.761023100000, 12.699894300000","Central Mediterranean","","Uncategorized","4"
"42798","Mediterranean","December 22, 2016","2016","Dec","1","57","58","63","","","","Unknown","Unspecified location in the Channel of Sicily","UNHCR","36.756978000000, 11.992879400000","Central Mediterranean","http://bit.ly/2iHEWMk","Uncategorized","4"
"42799","Mediterranean","December 22, 2016","2016","Dec","7","40","47","80","","","","Unknown","Unspecified location in the Channel of Sicily","UNHCR","36.756978000000, 11.992879400000","Central Mediterranean","http://bit.ly/2iHEWMk","Uncategorized","4"
"43649","US-Mexico Border","December 22, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42778","US-Mexico Border","December 21, 2016","2016","Dec","1","","1","","","","","Unknown (skeletal remains)","Broken Bows Ranch, Eagle Pass, Maverick County, Texas","Zocalo","28.640084000000, -100.588641100000","Central America to US","http://bit.ly/2h2Fawv","Northern America","1"
"42801","Mediterranean","December 21, 2016","2016","Dec","7","","7","300","","","","Unknown","Unspecified location in the Channel of Sicily","UNHCR","36.756978000000, 11.992879400000","Central Mediterranean","http://bit.ly/2iilIN9, http://bit.ly/2ie9uJM, http://bit.ly/2hW9qem","Uncategorized","4"
"43646","US-Mexico Border","December 21, 2016","2016","Dec","1","","1","","","","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43647","North Africa","December 21, 2016","2016","Dec","3","","3","","","","","Sickness and lack of access to medicines","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.501534100000, 32.502556100000","","","Northern Africa","2"
"43648","Horn of Africa","December 21, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Holhol, Djibouti","Mixed Migration Monitoring Mechanism Initiative (4Mi)","11.309848600000, 42.924367200000","","","Eastern Africa","2"
"43635","North Africa","December 20, 2016","2016","Dec","1","","1","","","","","Drowning","Tekeze River, near Himora, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.291955800000, 36.594042500000","","","Northern Africa","2"
"43636","North Africa","December 20, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.501534100000, 32.502556100000","","","Northern Africa","2"
"43637","North Africa","December 20, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.692227100000, 33.976249200000","","","Northern Africa","2"
"43638","North Africa","December 20, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","In the Libyan desert, near Kufra, Libya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.248841300000, 19.724216100000","","","Northern Africa","2"
"43639","Sub-Saharan Africa","December 20, 2016","2016","Dec","12","","12","","","","","Sickness and lack of access to medicines","In the sea, Near Maputo, Mozambique","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-25.981447600000, 32.644498500000","","","Eastern Africa","2"
"43640","North Africa","December 20, 2016","2016","Dec","6","","6","","","","","Sickness and lack of access to medicines","In the Sahara desert, near Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","20.669997900000, 32.484419700000","","","Northern Africa","2"
"43641","North Africa","December 20, 2016","2016","Dec","3","","3","","","","","Sickness and lack of access to medicines","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.692227100000, 33.976249200000","","","Northern Africa","2"
"43642","North Africa","December 20, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.692227100000, 33.976249200000","","","Northern Africa","2"
"43643","US-Mexico Border","December 20, 2016","2016","Dec","1","","1","","1","","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43644","US-Mexico Border","December 20, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43645","US-Mexico Border","December 20, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42782","Mediterranean","December 19, 2016","2016","Dec","5","","5","8","1","","4","Drowning","Off the coast of Ayvalik, Turkey","Daily Sabah and UNHCR","39.337116500000, 26.702316500000","Eastern Mediterranean","http://bit.ly/2hDhPFJ","Uncategorized","4"
"42791","Southeast Asia","December 19, 2016","2016","Dec","1","","1","","","1","","Shot","Teknaf Upazila, Bangladesh, near border with Myanmar","Daily Star","21.124687400000, 92.192842800000","","http://bit.ly/2hPNAsX","","1"
"43618","North Africa","December 19, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","Al Qadarif, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.031672200000, 35.341772300000","","","Northern Africa","2"
"43619","North Africa","December 19, 2016","2016","Dec","5","","5","","","","","Sickness and lack of access to medicines","at Sahra desert in a mountain cave, between Atbara, Sudan and Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.918449700000, 30.978598200000","","","Northern Africa","2"
"43620","North Africa","December 19, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Al Hajer, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.183783300000, 34.610394700000","","","Northern Africa","2"
"43621","North Africa","December 19, 2016","2016","Dec","4","","4","","","","","Sickness and lack of access to medicines","In the desert of Sahara, around Aswan, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","22.325966400000, 25.823706800000","","","Northern Africa","2"
"43622","North Africa","December 19, 2016","2016","Dec","3","","3","","","","","Sickness and lack of access to medicines","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.692227100000, 33.976249200000","","","Northern Africa","2"
"43623","North Africa","December 19, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.285107000000, 31.520455700000","","","Northern Africa","2"
"43624","Sub-Saharan Africa","December 19, 2016","2016","Dec","4","","4","","","","","Sickness and lack of access to medicines","Tunduma, Tanzania","Mixed Migration Monitoring Mechanism Initiative (4Mi)","-9.310322700000, 32.752266000000","","","Eastern Africa","2"
"43625","North Africa","December 19, 2016","2016","Dec","5","","5","","","","","Sickness and lack of access to medicines"," In the mountain cave at Sahra desert, between Abu Hamad and Aswan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","19.462140200000, 33.036357200000","","","Northern Africa","2"
"43626","North Africa","December 19, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","In the desert, Aswan, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.459686000000, 30.665449400000","","","Northern Africa","2"
"43627","North Africa","December 19, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Al Hajer, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.183783300000, 34.610394700000","","","Northern Africa","2"
"43628","North Africa","December 19, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","In the desert, between Berber and Wadi halfa","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.769029000000, 31.418418900000","","","Northern Africa","2"
"43629","Horn of Africa","December 19, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","Azezo, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.556153900000, 37.413339500000","","","Eastern Africa","2"
"43630","US-Mexico Border","December 19, 2016","2016","Dec","1","","1","","","1","","Unknown (decomposed remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43631","US-Mexico Border","December 19, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43632","North Africa","December 19, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","Al Qadarif, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.031672200000, 35.341772300000","","","Northern Africa","2"
"43633","North Africa","December 19, 2016","2016","Dec","3","","3","","","","","Sickness and lack of access to medicines","In the desert, near Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.501534100000, 32.502556100000","","","Northern Africa","2"
"43634","North Africa","December 19, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","In the desert, near Wadi Halfa, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.795002900000, 31.323726100000","","","Northern Africa","2"
"43616","North Africa","December 18, 2016","2016","Dec","20","","20","","","","","Starvation","Libyan desert, between Sabha and Tripoli","Mixed Migration Monitoring Mechanism Initiative (4Mi)","32.398718500000, 11.703661000000","","","Northern Africa","2"
"43617","Horn of Africa","December 18, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Near Garowe,  Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","8.406657900000, 48.471357700000","","","Eastern Africa","2"
"42809","Caribbean","December 17, 2016","2016","Dec","1","","1","","","","","Unknown","Waters between Cuba and Florida","El Heraldo","23.973811600000, -82.292370700000","","http://bit.ly/2jdYiwY","Uncategorized","1"
"43613","North Africa","December 17, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","In the desert, Egypt","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.681234400000, 29.814199400000","","","Northern Africa","2"
"43614","Horn of Africa","December 17, 2016","2016","Dec","1","","1","","","","1","Sickness and lack of access to medicines","Between Dire Dawa and Galile, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.557510200000, 41.811330600000","","","Eastern Africa","2"
"43615","North Africa","December 17, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","In the desert after crossing Atbara, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","19.216047000000, 32.992287700000","","","Northern Africa","2"
"43607","North Africa","December 16, 2016","2016","Dec","5","","5","","","","","Sickness and lack of access to medicines","Around Aswan in the desert of Sudan borders ","Mixed Migration Monitoring Mechanism Initiative (4Mi)","23.609335100000, 31.068836800000","","","Northern Africa","2"
"43608","North Africa","December 16, 2016","2016","Dec","1","","1","","1","","","Sickness and lack of access to medicines","Abu Hamad, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","19.525259500000, 33.297328800000","","","Northern Africa","2"
"43609","North Africa","December 16, 2016","2016","Dec","2","","2","","","2","","Sickness and lack of access to medicines","around Aswan in the Sahara desert, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.918449700000, 30.978598200000","","","Northern Africa","2"
"43610","North Africa","December 16, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Mandera, Kenya","Mixed Migration Monitoring Mechanism Initiative (4Mi)","3.935114700000, 41.837175200000","","","Northern Africa","2"
"43611","US-Mexico Border","December 16, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43612","US-Mexico Border","December 16, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"42818","Southeast Asia","December 15, 2016","2016","Dec","18","","18","","","","","Unknown","Naf River, on border between Bangladesh and Myanmar","OHCHR","20.964922300000, 92.213979900000","","http://bit.ly/2kwtWGq","South-eastern Asia","4"
"43605","Horn of Africa","December 15, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Telaka Asher, Near Teseney, Eritrea","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.160691300000, 36.674504900000","","","Eastern Africa","2"
"43606","Horn of Africa","December 15, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Jijiga, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","9.352104400000, 42.777371200000","","","Eastern Africa","2"
"42789","Central America","December 14, 2016","2016","Dec","2","","2","8","","2","","Vehicle Accident","Mazatán - La Barra San José road, Villa Mazatán, Chiapas, Mexico","El Sol de Tlaxcala","14.862978200000, -92.459060800000","Central America to US","http://bit.ly/2horKyK","Central America","1"
"43022","Mediterranean","December 14, 2016","2016","Dec","","20","20","","","","","Drowning","Unspecified location in the Channel of Sicily","IOM Italy","36.756978000000, 11.992879400000","Central Mediterranean","","Uncategorized","4"
"43598","Horn of Africa","December 14, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Near Berbera, Somalia","Mixed Migration Monitoring Mechanism Initiative (4Mi)","10.432537300000, 44.994641500000","","","Eastern Africa","2"
"43599","North Africa","December 14, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Al Hajer, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","17.183783300000, 34.610394700000","","","Northern Africa","2"
"43600","North Africa","December 14, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","In the Sahara desert, after khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.501534100000, 32.502556100000","","","Northern Africa","2"
"43601","North Africa","December 14, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","In the Sahara desert, after khartoum, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.501534100000, 32.502556100000","","","Northern Africa","2"
"43602","North Africa","December 14, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","In the Sahara desert, after Berber, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","18.270105700000, 33.103923700000","","","Northern Africa","2"
"43603","US-Mexico Border","December 14, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43604","US-Mexico Border","December 14, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43019","Mediterranean","December 13, 2016","2016","Dec","2","","2","","","","","Presumed drowning","Bodies washed up near Az Zuwiyah, Libya","IOM Libya, UNHCR ","32.786147400000, 12.695773100000","Central Mediterranean","","Uncategorized","4"
"43020","Mediterranean","December 13, 2016","2016","Dec","2","1","3","","","","","Presumed drowning","Unspecified location off the coast of Libya","UNHCR","32.727987400000, 15.068537300000","Central Mediterranean","","Uncategorized","4"
"43021","Mediterranean","December 13, 2016","2016","Dec","","87","87","27","","","","Presumed drowning","Off the coast of Zawiya, Libya","UNHCR","32.761023100000, 12.699894300000","Central Mediterranean","","Uncategorized","4"
"42783","Mediterranean","December 11, 2016","2016","Dec","6","","6","165","","","","Unknown","Unspecified location in the Central Mediterranean","IOM Italy, AFP","34.180460400000, 15.864573500000","Central Mediterranean","http://bit.ly/2heIg4h","Uncategorized","4"
"43018","Mediterranean","December 11, 2016","2016","Dec","15","","15","","","","","Unknown","Bodies washed up near Tajoura, Libya","IOM Libya","32.816624900000, 13.342539900000","Central Mediterranean","","Uncategorized","4"
"43597","Horn of Africa","December 11, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","At the border of Eritrea and Sudan, Near Teseney, Eritrea","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.087491900000, 36.502373500000","","","Northern Africa","2"
"42768","Central America","December 10, 2016","2016","Dec","1","","1","","","","","Drowning","Pacific Ocean, off Mazatlán, Chiapas, Mexico","El Sol de Puebla","15.354019700000, -93.462977400000","Central America to US","http://bit.ly/2gDUD9c","Central America","1"
"43017","Mediterranean","December 10, 2016","2016","Dec","8","","8","","","","","Unknown","Bodies washed up near Tajoura, Libya","IOM Libya","32.816624900000, 13.342539900000","Central Mediterranean","","Uncategorized","4"
"43596","North Africa","December 10, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Kassala, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","15.455814400000, 36.378757100000","","","Northern Africa","2"
"43015","Mediterranean","December 09, 2016","2016","Dec","1","","1","","1","","","Unknown","Body washed up to Zarzis, Tunisia","IOM Tunisia","33.507917400000, 11.117421700000","Central Mediterranean","","Uncategorized","4"
"43016","Mediterranean","December 09, 2016","2016","Dec","2","","2","","","2","","Unknown","Bodies washed up near El Ketef port, Bengardane, Tunisia","IOM Tunisia","33.208609900000, 11.213254400000","Central Mediterranean","","Uncategorized","4"
"42784","Central America","December 08, 2016","2016","Dec","1","","1","3","","","1","Asphyxiation","Nogales municipality, Orizaba, Verucruz, Mexico","Noreste","18.856444300000, -97.105878100000","Central America to US","http://bit.ly/2hEqqV7","Central America","1"
"43014","Mediterranean","December 08, 2016","2016","Dec","10","","10","","","","","Unknown","Bodies washed up near Tajoura, Libya","IOM Libya","32.816624900000, 13.342539900000","Central Mediterranean","","Uncategorized","4"
"43591","US-Mexico Border","December 08, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43592","North Africa","December 08, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Singa, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","12.588165200000, 33.152276400000","","","Northern Africa","2"
"43593","North Africa","December 08, 2016","2016","Dec","1","","1","","","","","Sickness and lack of access to medicines","Shendi, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","16.679729400000, 33.429765500000","","","Northern Africa","2"
"43594","North Africa","December 08, 2016","2016","Dec","2","","2","","","","","Sickness and lack of access to medicines","In the desert around Abu Hamad, Sudan","Mixed Migration Monitoring Mechanism Initiative (4Mi)","19.615387300000, 33.265879800000","","","Northern Africa","2"
"43595","North Africa","December 08, 2016","2016","Dec","6","","6","","","","","Sickness and lack of access to medicines","In the desert of siena around Sudan-Egypt border","Mixed Migration Monitoring Mechanism Initiative (4Mi)","21.966063700000, 28.394940300000","","","Northern Africa","2"
"42770","Mediterranean","December 07, 2016","2016","Dec","2","","2","","2","","","Hypothermia","Unspecified location in the Central Mediterranean","UNHCR","34.180460400000, 15.864573500000","Central Mediterranean","http://bit.ly/2gfdFPO","Uncategorized","4"
"42790","Central America","December 07, 2016","2016","Dec","1","","1","","","1","","Hit by train","Colonia Los Metales, Torreon, Coahuila, Mexico","Laguna Multimedios","25.546328400000, -103.442644200000","Central America to US","http://bit.ly/2hp0AWq","Central America","1"
"42800","Mediterranean","December 07, 2016","2016","Dec","7","","7","38","","","","Drowning","Cala Bonita, Off the coast of Al-Hoceima, Morocco","UNHCR, EFE","35.252860800000, -3.957889200000","Western Mediterranean","http://bit.ly/2iHRKGc, http://bit.ly/2iOURt8, http://bit.ly/2ijw9j4","Uncategorized","4"
"42852","Horn of Africa","December 07, 2016","2016","Dec","","20","20","42","","","","Sickness and lack of access to medicines","In Arabian Sea northwest of Socotra, Yemen","AFP","12.609592800000, 53.601065500000","Horn Africa to Yemen","http://dailym.ai/2hgcuoc","Uncategorized","1"
"43590","US-Mexico Border","December 07, 2016","2016","Dec","1","","1","","","1","","Unknown (skeletal remains)","Pima County (see spreadsheet for coordinates)","Pima County Office of the Medical Examiner","31.965203600000, -113.011894500000","Central America to US","","Northern America","5"
"43013","Mediterranean","December 06, 2016","2016","Dec","5","","5","","","","","Unknown","Bodies washed up near Tajoura, Libya","IOM Libya","32.816624900000, 13.342539900000","Central Mediterranean","","Uncategorized","4"
"42773","Southeast Asia","December 05, 2016","2016","Dec","26","4","30","6","11","","5","Drowning","Naf River, on border between Bangladesh and Myanmar","Al Jazeera","20.964922300000, 92.213979900000","","http://bit.ly/2gvfvgt, http://bit.ly/2h5gCEV","Uncategorized","3"
"42787","Mediterranean","December 05, 2016","2016","Dec","11","","11","","","","","Drowning","20km east of Tripoli, Libya","IOM Libya, TVC News","32.955844000000, 13.227944400000","Central Mediterranean","http://bit.ly/2hk5978, http://bit.ly/2hoRkk0","Uncategorized","4"
"42812","Middle East","December 05, 2016","2016","Dec","4","","4","","1","","","Sickness and lack of access to medicines","Unspecified location in northern Syria, near Turkish border","Syrian Observatory for Human Rights","36.703853400000, 38.781604000000","","http://bit.ly/2kqOZt1","Western Asia","4"
"42824","Middle East","December 05, 2016","2016","Dec","3","","3","","","","","Sickness and lack of access to medicines","Outside of Harem, Idlib, Syria, near Turkish border","Syrian Observatory for Human Rights","36.225389900000, 36.502112000000","","http://bit.ly/2lpNeKX","Western Asia","4"
"42779","Mediterranean","December 04, 2016","2016","Dec","2","","2","","2","","","Hypothermia","Unspecified location in the Central Mediterranean","Medicines Sans Frontieres","34.180460400000, 15.864573500000","Central Mediterranean","http://bit.ly/2h4YOIA","Uncategorized","4"
"43011","Mediterranean","December 04, 2016","2016","Dec","14","6","20","120","","11","3","Drowning","Unspecified location in the Central Mediterranean","IOM Italy, UNHCR","34.180460400000, 15.864573500000","Central Mediterranean","","Uncategorized","4"
"43012","Mediterranean","December 04, 2016","2016","Dec","4","","4","140","","","","Drowning","Unspecified location in the Central Mediterranean","UNHCR","34.180460400000, 15.864573500000","Central Mediterranean","","Uncategorized","4"
"43589","Horn of Africa","December 04, 2016","2016","Dec","4","","4","","1","3","","Sickness and lack of access to medicines","Near Al Hudaydah, Yemen","Mixed Migration Monitoring Mechanism Initiative (4Mi)","14.785213500000, 42.930471600000","","","Northern Africa","2"
"42446","Europe","December 03, 2016","2016","Dec","2","","2","1","1","1","","Fall from train","Train station in Woergl, Austria","AP","47.489249500000, 12.047001700000","","http://apne.ws/2grWpYL","Western Europe","1"
